record_id|employee_id|record_date|hours_worked|overtime_hours|performance_score|attendance_status|bonus_amount|salary_paid
5481|1059|2020-11-10|194.8|6.3|1.8|Present|0|774873.57
5482|1320|20-07-2016|137.6|4.7|3.4|Present|0|825367.21
5483|1101|06-12-2023|170.9|2.5|4.8|Leave|26768.07|564353.16
5484|1448|26-01-2023|181.3|24.5|2.0|Remote|11002.71|348116.97
5485|1007|14-Sep-2015|125.4|12.9|2.0|present|0|408687.38
5486|1235|12-Sep-2019|199.0|10.3|2.8|Leave|0|
5487|1202|2023-04-10|130.2|17.0|3.3|absent |45638.24|471854.03
5488|1030|2024-07-18|124.7|21.3|4.2|Leave|0|681828.38
5489|1683|02-Feb-2021|135.4|8.6|1.2|Present|0|837313.83
5490|1497|09-Aug-2024|180.3|7.4|1.6|Present|0|617092.54
5491|1158|03-06-2021|181.5|19.3|4.3|Present|0|264050.17
5492|1222|06/03/22|134.8|20.0|1.7|present|0|604022.86
5493|1720|01/01/23|178.1||3.4|Remote|0|344422.38
5494|1141|17-03-2017|181.4|2.2|3.5|Absent|0|322010.35
5495|1477|08-10-2024|169.5|14.0|3.0|Leave|0|489010.61
5496|1331|28/05/19|190.6|21.2|4.9|Present|24319.66|578736.92
5497|1563|02/06/2022|192.9||3.4|Present|0|489947.11
5498|1680|January 19, 2023|156.5|5.4|3.1|present|16083.76|189880.39
5499|1433|May 05, 2022|149.7|13.7|1.9|PRESENT|17282.35|712242.57
5500|1632|February 14, 2022|185.5|13.3|1.7|present|0|196643.87
5501|1780|2023-02-15|178.2|0.7|2.6|Absent|0|828257.46
5502|1366|2024-03-09|123.4|15.2|4.5|present|0|784387.8
5503|1392|June 02, 2022|166.7|2.2|3.0|Present|0|586408.22
5504|1763|2024-02-14|192.6|3.9|4.5|Leave|0|289315.36
5505|1022|12/26/2023|124.8|23.6|2.0|Present|0|491211.54
5506|1191|February 16, 2022|121.3|4.3||Present|0|776729.83
5507|1097|20/02/24|130.0|19.3|4.6|Present|31441.95|482183.51
5508|1492|06-09-2022|191.4|20.9|1.3|Present|0|926792.58
5509|1398|12/09/17|195.5|21.8|1.3|Leave|0|249582.52
5510|1249|13/01/23|137.8|15.4|2.4|Present|0|264630.9
5511|1363|23/10/24|162.8|1.7|1.6|Present|0|584751.83
5512|1001|17-Jul-2018|196.9|5.7|1.3|Absent|0|754621.24
5513|1832|2018-08-07|-5.0|16.3|4.0|PRESENT|0|255747.97
5514|1688|07-06-2021||1.4|1.5|Present|0|562391.46
5515|1527|18-12-2019|148.0|24.5|4.3|PRESENT|0|556831.56
5516|1572|07/13/2022|136.8|17.7|2.5|Present|5858.27|443367.01
5517|1838|July 15, 2024|193.9|4.9|1.2|Present|8581.66|
5518|1350|12/11/2024|139.7|18.2|4.2|Present|0|664808.16
5519|1418|02/28/2023|121.8||2.0|Leave|0|576861.87
5520|1540|09-11-2020|156.4|14.3|3.1|Leave|0|197408.34
5521|1774|24/08/19|160.7|8.9|4.4|Present|0|687546.34
5522|1462|08/26/2022||6.9||absent |0|747641.03
5523|1580|March 28, 2022|195.0|7.9|1.9|Present|14684.92|254182.25
5524|1467|11/12/2024|130.8|22.6|2.7|present|0|
5525|1409|June 07, 2018|198.2|3.9|2.9|Present|47271.0|204932.24
5526|1797|February 25, 2024|150.3|11.6||Leave|0|543586.26
5527|1237|04-Sep-2023|153.6|10.1|4.8|present|0|207680.38
5528|1362|07-04-2022|192.2|2.3|1.3|Remote|0|638522.76
5529|1027|06-02-2023|129.2||4.4|Remote|13907.52|152211.98
5530|1225|September 02, 2019|185.3||2.1|Present|0|260200.28
5531|1706|06/17/2022|193.8|11.4|4.2|Present|0|763816.42
5532|1140|27-Jul-2023|135.8||3.8|Leave|0|834382.49
5533|1691|03/15/2023|199.6||2.5|Present|0|907594.65
5534|1162|05-Feb-2023|158.4|6.0|4.7|present|0|546524.94
5535|1188|09-Mar-2017|186.4|7.7|2.2|Remote|14838.29|938558.15
5536|1800|2024-10-27|162.8|10.4|3.1|absent |0|185518.51
5537|1398|August 06, 2024|132.1|20.0|2.3|Leave|0|673567.73
5538|1473|07-12-2022|179.2|4.1|4.5|Present||268401.56
5539|1716|07/19/2021||12.6|4.3|Present|0|741866.42
5540|1679|09/21/2023|160.0|22.1|3.5|Absent|0|908786.86
5541|1215|20-Mar-2021|159.6|9.4|4.5|Leave|0|826464.39
5542|1228|02/17/2024|193.0|23.0||PRESENT|0|375414.27
5543|1679|11/10/19|123.5|7.5|1.8|PRESENT|26854.8|533653.77
5544|1736|2018-11-16|122.3|7.1|3.9|Present|0|473271.06
5545|1213|15-Sep-2022|162.4|12.8|1.9|Present|0|519708.99
5546|1083|April 09, 2019|145.9|13.4|3.1|PRESENT|0|362508.99
5547|1794|September 15, 2023|169.3|9.2|3.8|Leave|46734.77|452254.52
5548|1838|11/03/2024|153.2|0.6|2.6|Absent||
5549|1189|28-Dec-2023|165.6|2.8||Present|0|809210.99
5550|1108|December 18, 2021|173.5|18.4|3.4|Leave|49989.22|
5551|1168|2019-11-28|183.9|15.8|2.5|Present|0|248464.31
5552|1452|14-Dec-2022|196.1|15.5|4.9|Leave|0|875826.02
5553|1794|2021-04-01|120.7|4.3|2.4|absent |0|685185.9
5554|1586|01-Aug-2023|121.4|13.6|4.8|PRESENT|0|398039.45
5555|1458|04/03/2024|192.7|12.2|3.1|Absent|0|627418.19
5556|1612|15-May-2022|148.2|15.4|4.4|Present|0|548634.86
5557|1675|09/06/2023|147.0|8.2|2.3|Present|2017.04|
5558|1089|02-Sep-2019|198.2||1.2|Present|44694.89|593014.35
5559|1598|22/10/22|164.4|7.4|3.0|PRESENT|36256.82|283455.18
5560|1245|20-Oct-2024|178.1|22.9|1.2|Present|0|949394.38
5561|1214|03-Aug-2023|169.9|24.6|2.3|Remote|0|741041.12
5562|1245|05/06/2019|149.0|19.7|2.9|PRESENT|0|258098.17
5563|1416|April 28, 2020|186.5|5.8|2.6|Remote|0|658920.82
5564|1073|September 04, 2019|185.3|19.2|1.4|Absent|0|225135.06
5565|1670|24-06-2023|180.6|22.8|2.7|absent |15966.28|172885.64
5566|1396|09/03/2017|143.2|2.0|4.0|Leave|0|613067.5
5567|1478|16/05/20|136.8|7.6||present|0|375976.44
5568|1213|October 27, 2019|188.1|15.1|1.8|Remote|0|266342.19
5569|1671|10/11/2019|160.3|4.3|2.3|PRESENT|10577.36|846907.47
5570|1492|14-Jun-2020|167.6|19.3|2.3|PRESENT|46953.3|213905.09
5571|1680|2022-11-17|168.6|6.8|4.1|Present|40218.72|501886.34
5572|1207|April 13, 2021|157.2|9.3|3.8|Remote|41800.62|196144.77
5573|1033|2023-03-20|-5.0|14.4|3.6|absent |0|812080.4
5574|1353|01-Oct-2022|196.1||3.7|Present|17770.25|628460.27
5575|1815|04/19/2018|173.3|17.4|1.1|PRESENT|19464.06|335158.34
5576|1206|15-11-2020|137.1|13.9|1.7|Present|0|866839.43
5577|1281|January 26, 2024|198.1|1.7|3.4|present|0|632716.19
5578|1799|October 07, 2022|172.1|24.3|1.7|present|0|390650.94
5579|1051|2022-04-14|144.6|8.5|3.0|Present|0|335651.04
5580|1412|January 11, 2023|159.6|3.4|3.3|Present|0|715682.37
5581|1063|07/25/2019|191.7|1.6|2.6|Present|0|854311.88
5582|1645|04-06-2016|183.5|4.3|4.6|Present|0|919438.31
5583|1679|06/12/23|176.0|18.6|1.2|present|0|330574.19
5584|1487|02/06/19|180.4|23.4|4.5|Leave|0|691354.48
5585|1292|July 11, 2021|148.2|14.3|4.4|present|0|734648.45
5586|1051|22/03/22|175.5|11.1|4.5|Present|1423.18|884650.23
5587|1577|01-Feb-2024|158.1|10.6|1.2|Present||425779.42
5588|1279|05/06/21|195.7|6.4|4.4|present|49701.96|298991.96
5589|1498|2023-12-08|191.4|23.4|3.7|Present|0|157991.34
5590|1143|14-Mar-2023|167.3|8.3|3.5|Leave|0|861947.19
5591|1105|04/07/2021|168.9|9.8|1.2|Present||345038.19
5592|1420|2019-08-22|163.1|2.0|1.2|Present|37391.3|309253.77
5593|1533|22/06/22|153.3|15.8|2.4|Present|0|646550.82
5594|1835|05-Dec-2023|147.3|18.7|2.1|absent |45145.36|497299.75
5595|1304|10/14/2024|159.4|8.4|4.4|absent |45415.3|870520.95
5596|1100|01/02/17|136.5|14.8|4.4|Remote|0|826359.69
5597|1251|11/02/21|178.1|1.5|4.1|Absent||872316.57
5598|1729|2023-09-12|168.1|5.6|3.8|Absent|0|849795.36
5599|1666|09-Sep-2024|141.6|19.4|1.5|Leave|1503.72|460966.6
5600|1155|19-Dec-2021|121.4|21.0|2.6|Present|0|864785.23
5601|1313|12/17/2020|127.8|1.5|4.7|Present|0|
5602|1837|2023-10-01|168.0|7.7|2.5|Present|742.42|410176.0
5603|1626|16-Jan-2023|-5.0|17.2|2.9|Present|0|910695.78
5604|1579|2018-04-11|176.4|0.6|4.4|PRESENT|0|763520.47
5605|1726|2022-07-17|163.3|12.6|3.9|Leave|0|284230.04
5606|1336|09/09/2017|195.0|19.5|3.7|Present|0|263201.26
5607|1826|12/17/2021|156.3|3.6|2.9|Leave|27087.74|884426.22
5608|1390|September 08, 2022|141.9|6.1||PRESENT|10678.18|279677.77
5609|1271|2020-12-14|154.9|11.1|4.4|Present|16845.39|273277.49
5610|1492|2023-02-02|149.4|17.6|3.5|absent |0|179411.52
5611|1550|22/10/23|177.1|10.0|4.9|Present|0|765657.79
5612|1344|09/04/23|140.0|16.7|3.4|Absent|0|150482.01
5613|1504|16/05/21|168.3|14.9|1.9|PRESENT|0|493315.61
5614|1190|05-Jan-2023|170.8|8.3|2.7|Present|0|435467.9
5615|1605|01-Aug-2018|198.8|12.2|2.2|Present|26467.63|802225.05
5616|1262|March 21, 2018|122.9|19.8|3.3|Leave|13477.01|439204.38
5617|1219|2024-12-01|122.6|14.6|4.1|absent |0|733971.26
5618|1205|08-01-2023|190.3|25.0|1.5|Present|47025.1|273288.0
5619|1162|03-08-2022|197.0|3.6|3.0|Absent|0|876603.57
5620|1429|2023-02-05|145.8|2.2|3.0|Absent|40278.91|462397.39
5621|1463|12-09-2021|175.1|2.4|4.7|present|0|387501.98
5622|1177|2018-07-19|158.0|22.9|2.3|Leave|11898.58|717321.65
5623|1256|04/25/2024|128.0|11.4|2.2|Present|0|418817.28
5624|1507|28-03-2017|194.0|15.5|4.9|Present||790322.32
5625|1757|2022-10-11|195.2|15.5|1.6|Present|0|909352.19
5626|1423|11/19/2020|137.3|22.1|4.6|Absent|0|799749.26
5627|1471|2020-04-14|127.5|18.4|4.4|Present|0|623834.73
5628|1774|09/03/2019|185.8|18.9|3.4|Leave|0|347018.48
5629|1528|January 02, 2019|198.6|17.9|1.7|present|0|872982.67
5630|1528|March 13, 2024|142.3|7.3|1.7|Present|29740.8|907684.23
5631|1226|16-02-2022|143.6|17.0||Leave||373063.14
5632|1200|06-May-2024|196.6|16.5|1.5|absent |0|215225.94
5633|1298|June 01, 2015|189.7|6.4|3.2|Leave|0|505361.9
5634|1201|08-08-2023|146.0|17.3|1.5|absent |0|676029.59
5635|1125|07/15/2016|123.3|0.5|2.2|Present|11345.75|659353.6
5636|1442|01-02-2024||20.7||Absent|0|830809.46
5637|1008|2018-10-18|172.2|8.6|1.3|present|0|654454.85
5638|1343|07/10/22|184.4|5.4||Absent|0|284961.65
5639|1778|14/03/21|186.6|5.6|3.7|Present|0|926682.37
5640|1114|12/06/2017||23.0|2.4|present|0|467809.82
5641|1591|2016-11-11|196.3|18.0|4.0|PRESENT|0|379614.79
5642|1076|09/07/20|143.2|8.2|1.2|Present||324554.18
5643|1472|23-08-2021|162.2|9.1|4.7|Present|13077.64|878379.57
5644|1520|24/06/19|136.5||3.6|Present|0|434709.93
5645|1659|2021-01-19|128.3|20.0|2.2|Present|31264.03|347840.51
5646|1474|02-Aug-2020|124.7|8.0|4.4|Absent||614062.43
5647|1267|04/08/23|133.5|12.0|2.5|PRESENT|8980.2|889269.54
5648|1501|07-11-2023|196.6|0.9|4.8|Present|0|
5649|1543|2021-09-03|150.7|23.0|1.0|PRESENT|0|347161.36
5650|1567|2020-05-19|123.2|2.7|4.4|Present|40425.91|559890.02
5651|1058|10/05/20|135.5|22.4|2.7|Leave|31171.59|520304.78
5652|1374|May 07, 2023|148.8|17.7|1.2|present|0|767029.13
5653|1181|2020-04-19|188.1|20.2|4.0|Present|0|844371.65
5654|1647|February 22, 2017|132.2||1.5|Absent|0|592849.4
5655|1611|22-03-2024|170.4|14.2|4.2|Present|0|761610.73
5656|1376|14/06/19|124.3|11.2|1.8|Remote|0|665820.15
5657|1785|December 08, 2022|134.0|14.9|3.9|Present|0|769136.7
5658|1308|22-08-2024|155.3|17.3|2.6|Present|0|686633.61
5659|1394|10/23/2024|141.9|7.7|4.7|PRESENT|0|567172.22
5660|1073|21/06/21|120.7|15.5|4.9|absent |0|348492.67
5661|1801|18-07-2024|||3.1|Absent|0|805742.18
5662|1760|12/01/2021|156.8|8.1|3.7|Present|0|385911.73
5663|1613|21-05-2020||15.1||Leave|0|665624.45
5664|1659|2021-02-12|197.2|11.4|2.4|Leave|14281.23|559755.18
5665|1494|10-Dec-2024|124.1|24.0|4.6|Present|0|684947.98
5666|1298|27-Apr-2015|183.4|1.8|2.4|Remote|0|931214.66
5667|1431|January 19, 2023|176.3|11.5|2.9|Present|0|211404.4
5668|1652|2015-03-02|184.0|23.3|1.2|Present|0|276159.46
5669|1173|06/11/2021|155.7|2.1|2.6|absent |0|353543.68
5670|1001|14-03-2022|192.1|10.2|2.8|absent |27577.39|877835.61
5671|1407|16-Oct-2020|152.0|2.4|1.6|Present|0|413452.8
5672|1476|21/08/18|175.7|6.5||Present|0|758750.62
5673|1408|2018-12-14|165.6|2.6|4.1|Present|0|535611.2
5674|1100|April 03, 2020|170.7|15.7|4.1|absent |0|464686.6
5675|1535|26/08/20|144.8|5.7|5.0|Absent|0|451991.7
5676|1359|2024-05-26|150.1|21.5|4.4|Present|0|718584.95
5677|1290|2021-09-09||15.1|3.0|Present|0|544212.43
5678|1434|02/05/21|180.0|16.8|1.8|Present|0|822762.58
5679|1790|October 23, 2023|188.1|22.3|1.2|Absent|0|608829.57
5680|1790|2023-08-04|122.4|4.7|3.8|absent |0|858699.0
5681|1595|08/21/2019|195.9|16.2|2.5|Remote|0|303219.74
5682|1420|28-09-2019|197.1|9.8|3.3|absent |6968.81|872469.5
5683|1051|06/16/2024|190.3|14.0|1.2|absent |49844.9|774175.21
5684|1343|13-Sep-2021|188.8|17.1|1.2|Present|0|764614.51
5685|1729|02/17/2019|176.2|2.9|4.2|Present|0|550251.01
5686|1776|2022-09-11||3.0|3.0|absent |0|786720.13
5687|1712|27-Feb-2024|122.1||3.2|Remote|35656.22|701282.84
5688|1844|25-Dec-2022|121.8|24.7|3.0|absent |0|613842.84
5689|1408|26-09-2016|164.3||4.6|PRESENT|0|522832.26
5690|1241|24-Apr-2017|163.4|15.2||Present|20547.17|861947.76
5691|1458|February 09, 2021|189.8|1.0|3.0|Absent|49553.24|628079.73
5692|1807|16/09/22|159.5|1.5|1.7|Present|0|675823.26
5693|1193|10-Jun-2023|163.4|24.5|3.9|Leave|0|717231.94
5694|1342|03-Dec-2022|190.3|23.4|4.1|absent |0|271960.44
5695|1134|09/12/2021|169.5|9.2|1.2|PRESENT|0|599518.94
5696|1603|04/07/19|185.8|12.4|2.4|absent |0|634959.07
5697|1762|13-08-2020|128.8|17.2|2.3|Present|46904.7|319495.57
5698|1220|January 05, 2019|143.1|0.4|3.8|absent |26170.08|442099.8
5699|1760|17/01/24|146.0|16.1|3.2|Present|24948.01|368841.89
5700|1525|26-Oct-2022|182.7|22.0|2.7|absent |0|795214.45
5701|1828|08/07/2021||0.5|2.7|Absent|0|337508.54
5702|1390|09-Mar-2024|-5.0|16.4|1.5|Present|0|470028.24
5703|1445|07-Jul-2020|145.5|6.2|4.2|absent |29756.64|853885.57
5704|1612|08/22/2024|150.9|16.2|3.3|PRESENT|5172.2|234177.42
5705|1785|2020-12-10|149.8|17.5|4.3|Present|0|324609.34
5706|1604|16/06/18|161.5|2.8|3.8|present|0|919054.63
5707|1555|06/20/2022|171.2|0.9|2.3|absent |45260.15|404969.51
5708|1391|14-Jan-2021|198.1|11.4|1.4|Leave|0|
5709|1408|23-07-2018|129.6|24.3|1.5|Absent|0|496734.63
5710|1815|27-08-2020|199.9|4.5|2.3|absent |0|853999.48
5711|1168|19/04/19|190.0|2.3|3.0|Present|0|303855.7
5712|1058|10/09/2019|168.9|3.6|2.3|Present|0|763376.48
5713|1785|08/01/2016|-5.0|0.7|4.4|Absent|8051.45|718774.55
5714|1667|28-01-2024|151.6|2.7|1.6|Present|48509.6|182103.03
5715|1388|18/08/23|188.6|15.1|3.5|Present|0|397305.94
5716|1570|2023-04-06|190.0|18.8|3.6|Absent||492941.39
5717|1115|2024-05-07|125.3|14.1|3.0|Remote|0|946699.37
5718|1781|08/13/2022|126.0|15.5|4.2|PRESENT|0|577124.07
5719|1683|2024-10-11|163.7|22.4|4.1|Remote|3130.42|341457.86
5720|1759|11/07/24|189.9|14.4|2.8|PRESENT|0|182824.65
5721|1829|February 16, 2022|192.1|14.2|3.8|Leave|0|619248.79
5722|1704|16-Mar-2020|185.3|21.6|3.1|present|0|910459.02
5723|1313|18-Nov-2020|135.3|11.0|3.3|Present|0|253491.27
5724|1822|November 07, 2020|-5.0|5.6|3.7|present|0|175429.6
5725|1762|18-Sep-2023|147.5|22.4|1.9|Absent|0|627517.77
5726|1377|12/03/17|129.0|11.5|3.8|Present|0|564976.54
5727|1372|15/11/22|144.9||1.3|Leave|45773.4|810519.67
5728|1827|07/03/21|199.9|2.2|3.1|Remote|0|198311.25
5729|1056|04/22/2024|195.5|3.9|1.9|PRESENT|34493.26|479286.11
5730|1013|21-Oct-2017|129.4|13.8||Remote|0|219927.34
5731|1124|09-Nov-2022|171.6|0.0|1.9|Present|20441.56|617903.05
5732|1300|08/21/2018|123.3|15.3|2.5|PRESENT|24083.7|865370.39
5733|1271|28/03/24|177.0|7.8|4.5|Remote|0|220256.94
5734|1708|2023-05-12|188.2|21.1|4.1|Remote|0|845205.09
5735|1220|02/22/2022|142.1|10.2|1.2|Present|39794.68|706201.17
5736|1814|15-Jan-2021|161.3|6.4|1.9|Present|0|622995.57
5737|1027|July 10, 2021|166.2|22.3|1.2|Leave|0|386326.84
5738|1283|2021-12-28|138.4|21.3|2.0|present|34085.5|897905.36
5739|1524|17-07-2021|160.7|2.8|4.1|absent |0|155940.82
5740|1594|07-02-2024|167.5|15.8|3.3|Leave|0|376172.93
5741|1661|17-07-2023|187.0|0.7|4.0|Remote|0|
5742|1765|11-Dec-2021|165.2|21.2|2.2|PRESENT|22479.43|195343.94
5743|1286|14-Feb-2020|196.8|||Present||923018.52
5744|1052|17-Apr-2023|136.0|1.2|3.8|Absent|0|780615.77
5745|1244|04-Oct-2021|193.8|0.2|2.9|Absent|0|587714.69
5746|1429|June 15, 2018|198.3|9.8|2.7|Present|0|579604.91
5747|1287|05-Jun-2024|178.0|13.3|3.9|absent |0|350966.4
5748|1274|April 07, 2020|120.0|8.1|1.5|Present|0|568251.48
5749|1210|22-09-2022|196.3|9.7|3.6|present|29982.79|474101.87
5750|1370|12/03/2019|175.2|24.3|4.2|Present|0|779035.78
5751|1525|July 01, 2018|134.3|2.7||Present|0|555842.02
5752|1381|2024-07-28|126.9|19.6|3.3|Leave|0|906671.59
5753|1373|01/01/2024|139.2|22.0|4.3|PRESENT|0|560019.84
5754|1473|23-01-2021||11.6|1.6|Present|0|202100.69
5755|1106|July 03, 2016|182.3|20.7||present|41626.13|887513.34
5756|1839|2021-12-01|188.7|13.0||Present|0|944938.71
5757|1023|2023-05-01|-5.0|7.7|2.7|Present|11136.92|855800.62
5758|1028|January 13, 2018|190.0|13.1|3.0|Absent||896150.46
5759|1849|27-Jan-2022|175.3|7.2|3.1|Present|0|452919.88
5760|1056|10-10-2023|174.7|0.2|1.5|Present|6743.92|418741.59
5761|1673|07-10-2022||15.0|3.0|Present|0|732180.2
5762|1641|25/07/17|175.4|6.0|2.8|Remote|40278.87|897659.48
5763|1626|June 12, 2017|123.3|17.7|3.8|Present|0|516721.06
5764|1259|15/09/21|194.1|16.0|2.1|absent |12014.39|181100.18
5765|1468|11/03/2016|149.9|0.1|4.0|absent |47428.57|423943.79
5766|1071|April 25, 2022|138.7|11.1|1.8|Present|32783.68|829205.57
5767|1530|11-Dec-2018|177.5|11.2|3.0|present|0|
5768|1205|24-Dec-2023|183.6|16.8|3.5|Present|0|705097.14
5769|1262|04/09/18|163.3|10.1|1.3|Present|0|615497.93
5770|1222|2016-10-01|195.9|13.4|1.3|Present|33878.39|856578.04
5771|1534|2016-08-22|190.1|18.4|4.8|Remote|24827.23|190023.63
5772|1363|06/02/2017|136.1|22.1|4.7|present|0|832162.3
5773|1452|12/05/2021|159.3|24.7|4.8|Absent|0|395972.92
5774|1455|August 01, 2018|192.4|15.8|3.8|Present|24410.98|340560.63
5775|1343|2024-10-11|178.4|16.7|2.8|Present|22609.87|254699.69
5776|1513|September 15, 2022|193.8|11.5|3.9|Present|37511.87|734957.93
5777|1280|2019-07-03|155.8|2.8||Present|0|
5778|1580|02-01-2020|156.5|13.8|1.3|absent |0|888197.12
5779|1724|20-Feb-2018|153.2|9.3|2.8|Absent|0|421246.68
5780|1541|August 24, 2022|198.1|6.1|3.3|Present|48704.96|778724.65
5781|1816|November 19, 2023|186.3|14.6|3.8|PRESENT|33131.38|877367.41
5782|1230|20-08-2022|162.7|3.8|1.3|Present|0|828558.5
5783|1779|12-Oct-2019|187.7|24.6|1.8|Present|19531.81|275797.92
5784|1371|27/11/19|188.5|18.9|4.1|Present|0|892126.87
5785|1516|05-03-2019||5.1|2.7|Leave|0|601885.13
5786|1302|09/06/24|186.1|19.3|1.2|Present|14636.39|822435.89
5787|1125|19/03/24|-5.0|21.7||present|0|262014.42
5788|1137|23/11/24|166.4|5.2|2.5|Present|0|939374.97
5789|1721|11/15/2021|183.3|8.9|4.9|PRESENT|0|203983.7
5790|1321|07-Apr-2024|146.4|11.2|2.9|present|0|848687.15
5791|1651|03/06/23|125.1|21.0|3.8|Leave|0|661249.52
5792|1665|2021-06-27|162.5|16.7|2.5|Remote|0|258008.05
5793|1420|11/04/21|164.7|9.2|2.4|Remote|0|605614.58
5794|1085|05/14/2020|132.5|6.5|2.1|Present|28911.34|435814.91
5795|1387|06-01-2024|146.7|1.6|4.9|Leave|40817.04|859610.72
5796|1388|07/21/2023|191.6|18.9|1.6|Leave|0|372753.49
5797|1020|November 15, 2022|136.5|15.5|3.1|Remote|0|731688.92
5798|1454|2024-04-10|156.8|16.2|3.4|Present|23243.15|413261.67
5799|1383|04/16/2022|133.7|15.1|1.1|Present|0|
5800|1049|05-02-2023|120.7|17.8|1.3|Remote|45015.14|936076.99
5801|1727|20-02-2019|125.2|1.6|4.7|Present|0|283501.94
5802|1433|October 14, 2022|176.5|19.1|1.4|present|0|669908.81
5803|1260|09-Mar-2024|143.2|5.1|3.8|PRESENT|13653.91|639126.31
5804|1741|12/11/2023|-5.0|7.4|1.4|Leave|17562.35|350989.0
5805|1275|21-03-2018|155.9|4.6|4.1|Absent|0|210473.59
5806|1649|06/15/2022|184.5|5.1|3.5|absent |20428.41|555284.85
5807|1038|November 11, 2020|199.4|10.2|4.2|present|0|788422.98
5808|1329|2023-03-19|132.5|18.3|3.5|Present|0|359987.93
5809|1087|19/02/21|161.7|19.8|4.4|PRESENT||277124.85
5810|1298|October 03, 2018|179.6|13.2|1.5|Remote|0|694028.11
5811|1514|25-06-2023|124.4|15.5|2.9|Present|0|558203.94
5812|1342|05/24/2023|128.9|23.4|3.8|Present|49724.52|558683.21
5813|1168|01/03/2023|148.5|3.5|2.1|Present|0|450961.33
5814|1475|07-06-2019|146.2|11.6|4.8|Present|0|400240.67
5815|1471|February 04, 2023|136.9|15.7|1.9|present|41224.49|548041.49
5816|1714|20/11/18|170.0|18.4|3.8|Present|36751.28|339292.13
5817|1186|10/28/2023|153.9|5.8|2.1|Absent|16815.84|153597.43
5818|1469|07/08/2024|147.5|1.7|3.4|Remote|0|752240.68
5819|1559|July 20, 2017|159.4|18.0|4.0|PRESENT|30668.22|424070.72
5820|1255|09/12/2022|148.1|7.9|2.2|present|0|603489.69
5821|1733|2023-10-18|155.4|10.6|1.6|Present|0|636718.77
5822|1636|21-05-2023|168.6|22.8|1.8|Present|19292.76|753617.9
5823|1329|07/21/2022|159.6|||Absent|0|382710.47
5824|1201|March 19, 2018|170.1|17.5|4.3|Present|15854.13|709476.31
5825|1291|2021-05-24|131.5|16.0|2.4|Present|0|715369.87
5826|1366|25-Jun-2024|193.9|20.2|2.9|PRESENT|0|845041.83
5827|1052|2024-09-12|179.1|7.3|3.2|Leave||571142.63
5828|1083|03/05/2024|127.5|25.0|1.2|present|0|667922.59
5829|1520|03/18/2019|158.6|1.7|3.7|absent |0|934658.23
5830|1621|10/12/22|190.2|1.9|2.2|Present|0|317012.5
5831|1779|03/17/2021|167.3|22.1|2.8|Present|14600.17|783968.87
5832|1310|07/06/17|138.6|||Absent|0|423770.38
5833|1766|18/05/24|-5.0|1.0|4.9|Present|0|842297.27
5834|1159|25-11-2020|133.4|17.1||Present|0|745891.74
5835|1702|09/13/2024|129.3||4.7|present|0|390537.47
5836|1716|October 16, 2022|123.9|24.8|2.4|Present|49879.66|502960.75
5837|1779|04-08-2024|196.0|14.1|2.7|present|0|429943.35
5838|1597|14/11/24|126.3|14.0||Present|0|399688.16
5839|1282|12-01-2020|129.8|12.5|2.3|Present|0|388885.94
5840|1690|10/25/2023|120.2||1.3|PRESENT|33110.19|585300.93
5841|1625|27/09/19||5.4|2.9|Absent|0|573321.56
5842|1222|04/26/2017|195.2|13.9|2.6|Present|7873.54|376944.39
5843|1047|10/24/2023|188.4|0.1|4.4|Absent|0|170527.68
5844|1547|21-01-2022|171.9|15.6|2.2|Absent|47427.72|798537.5
5845|1526|August 06, 2017|186.9|6.3|1.5|absent |47967.69|277874.42
5846|1008|06/09/2023|172.3|5.1|1.3|PRESENT|20394.9|835709.62
5847|1468|18-Jun-2017|153.2|5.3|1.3|absent |12914.07|546161.62
5848|1503|14-12-2016|142.8|8.4|1.5|Present|0|850846.09
5849|1643|20/07/24|148.3|2.2|4.7|Present|49476.29|326715.16
5850|1059|17/09/20|145.1|2.4|3.4|Present|11782.12|243354.86
5851|1261|10/27/2023|175.0|11.3|3.4|Present||336625.01
5852|1256|17-Jul-2021|140.9|13.6||Leave|9122.65|181418.43
5853|1692|May 17, 2019|122.4|21.1|3.1|Present|0|468860.97
5854|1079|2024-12-04|135.9|14.3|3.1|Present|0|
5855|1023|13-11-2020|159.5|21.1||PRESENT|0|587109.58
5856|1014|December 01, 2016|142.2|16.5|2.0|Present|0|562191.37
5857|1621|2023-05-19|161.2|21.5||Present|0|307936.33
5858|1453|12/15/2022|130.5|24.7|4.7|present|0|247852.35
5859|1584|09/19/2021|174.4|22.1||Remote|0|582276.45
5860|1537|09-07-2021|187.6|24.3|3.3|PRESENT|0|779109.65
5861|1118|2024-09-03|130.1|4.1|2.7|PRESENT|0|746689.76
5862|1408|17-Sep-2018|179.4|4.1|2.9|PRESENT|0|514629.36
5863|1082|2018-10-05|160.6|14.5|2.2|absent ||841381.03
5864|1240|26-01-2021|193.9|19.6|4.2|Leave|42986.28|723436.37
5865|1759|2023-11-20|181.7|7.5|1.1|Present|0|314688.0
5866|1765|05-Feb-2023|151.9|12.3|4.1|Present|9210.91|908035.14
5867|1377|August 18, 2017|134.1|23.8|2.3|Present|0|714954.58
5868|1319|07/17/2022|143.6|14.9|2.1|present|0|669526.43
